product_id,parent_sku,sku,price,calculated_price,sale_price,retail_price,map_price,cost_price,"Wattage & Optic Options","Voltage Options","Color Temperature (CCT)","Lens Options","Driver Option","Finish Options","Height Options","Wattage  Options","End Cap Options","Wattage Options","Pendant Mounting Kit","Fixture Options","Wattage & Lumen Options","Pendant Mount Kit","Mounting Options","Beam Angle Options","Connector Type Options","Trim Type Options","Wattage & Optics/Beams Options","Factory Installed Lamps","Mounting Kit","Occupancy Sensor","Wiring Options","Control Options"
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-WH,323.93,323.93,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-WH,323.93,323.93,,,,210.1,,,,,,White,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-WH,329.3,329.3,,,,210.1,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-WH,329.3,329.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-WH,329.3,329.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-WH,329.3,329.3,,,,210.1,,,,,,White,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-WH,334.3,334.3,,,,210.1,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-WH,334.3,334.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-WH,334.3,334.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-WH,334.3,334.3,,,,210.1,,,,,,White,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-BK,319.3,319.3,,,,210.1,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-BK,319.3,319.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-BK,319.3,319.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-BK,319.3,319.3,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-BK,321.8,321.8,,,,210.1,,,,,,,,,,,,"18"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-BK,321.8,321.8,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-BK,321.8,321.8,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-BK,321.8,321.8,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-BK,323.93,323.93,,,,210.1,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-BK,323.93,323.93,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-BK,323.93,323.93,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-BK,323.93,323.93,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-BK,329.3,329.3,,,,210.1,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-BK,329.3,329.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-BK,329.3,329.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-BK,329.3,329.3,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-BK,334.3,334.3,,,,210.1,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-BK,334.3,334.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-BK,334.3,334.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-BK,334.3,334.3,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-BR,319.3,319.3,,,,210.1,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-BR,319.3,319.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-BR,319.3,319.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-BR,319.3,319.3,,,,210.1,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-BR,321.8,321.8,,,,210.1,,,,,,,,,,,,"18"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-BR,321.8,321.8,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-BR,321.8,321.8,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-BR,321.8,321.8,,,,210.1,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-BR,323.93,323.93,,,,210.1,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-BR,323.93,323.93,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-BR,323.93,323.93,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-BR,323.93,323.93,,,,210.1,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-BR,329.3,329.3,,,,210.1,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-BR,329.3,329.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-BR,329.3,329.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-BR,329.3,329.3,,,,210.1,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-BR,334.3,334.3,,,,210.1,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-BR,334.3,334.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-BR,334.3,334.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-BR,334.3,334.3,,,,210.1,,,,,,Bronze,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-SI,319.3,319.3,,,,210.1,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-SI,319.3,319.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-SI,319.3,319.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-835-UZTD-SI,319.3,319.3,,,,210.1,,,,,,Silver,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-SI,321.8,321.8,,,,210.1,,,,,,,,,,,,"18"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-SI,321.8,321.8,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-SI,321.8,321.8,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-835-UZTD-SI,321.8,321.8,,,,210.1,,,,,,Silver,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-SI,323.93,323.93,,,,210.1,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-SI,323.93,323.93,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-SI,323.93,323.93,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-835-UZTD-SI,323.93,323.93,,,,210.1,,,,,,Silver,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-SI,329.3,329.3,,,,210.1,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-SI,329.3,329.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-SI,329.3,329.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-835-UZTD-SI,329.3,329.3,,,,210.1,,,,,,Silver,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-SI,334.3,334.3,,,,210.1,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-SI,334.3,334.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-SI,334.3,334.3,,,,210.1,,,3500K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-835-UZTD-SI,334.3,334.3,,,,210.1,,,,,,Silver,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-840-UZTD-WH,319.3,319.3,,,,210.1,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-840-UZTD-WH,319.3,319.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-840-UZTD-WH,319.3,319.3,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-840-UZTD-WH,319.3,319.3,,,,210.1,,,,,,White,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-840-UZTD-WH,321.8,321.8,,,,210.1,,,,,,,,,,,,"18"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-840-UZTD-WH,321.8,321.8,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-840-UZTD-WH,321.8,321.8,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-840-UZTD-WH,321.8,321.8,,,,210.1,,,,,,White,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-840-UZTD-WH,323.93,323.93,,,,210.1,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-840-UZTD-WH,323.93,323.93,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-840-UZTD-WH,323.93,323.93,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-840-UZTD-WH,323.93,323.93,,,,210.1,,,,,,White,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-840-UZTD-WH,329.3,329.3,,,,210.1,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-840-UZTD-WH,329.3,329.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-840-UZTD-WH,329.3,329.3,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-840-UZTD-WH,329.3,329.3,,,,210.1,,,,,,White,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-840-UZTD-WH,334.3,334.3,,,,210.1,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-840-UZTD-WH,334.3,334.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-840-UZTD-WH,334.3,334.3,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-840-UZTD-WH,334.3,334.3,,,,210.1,,,,,,White,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-840-UZTD-BK,319.3,319.3,,,,210.1,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-840-UZTD-BK,319.3,319.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-840-UZTD-BK,319.3,319.3,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-12-14-840-UZTD-BK,319.3,319.3,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-840-UZTD-BK,321.8,321.8,,,,210.1,,,,,,,,,,,,"18"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-840-UZTD-BK,321.8,321.8,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-840-UZTD-BK,321.8,321.8,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-18-14-840-UZTD-BK,321.8,321.8,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-840-UZTD-BK,323.93,323.93,,,,210.1,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-840-UZTD-BK,323.93,323.93,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-840-UZTD-BK,323.93,323.93,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-24-14-840-UZTD-BK,323.93,323.93,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-840-UZTD-BK,329.3,329.3,,,,210.1,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-840-UZTD-BK,329.3,329.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-840-UZTD-BK,329.3,329.3,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-36-14-840-UZTD-BK,329.3,329.3,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-840-UZTD-BK,334.3,334.3,,,,210.1,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-840-UZTD-BK,334.3,334.3,,,,210.1,,,,,,,,,,,"14 Watts",,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-840-UZTD-BK,334.3,334.3,,,,210.1,,,4000K,,,,,,,,,,,,,,,,,,,,,,
3206,LT-LEDH-SR8P-UZTD,LT-LEDH-SR8P-G2-48-14-840-UZTD-BK,334.3,334.3,,,,210.1,,,,,,Black,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-12-22-830-UTD-WH,276.8,276.8,,,,166.93,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-12-22-830-UTD-WH,276.8,276.8,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-12-22-830-UTD-WH,276.8,276.8,,,,166.93,,,3000K,,,,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-12-22-830-UTD-WH,276.8,276.8,,,,166.93,,,,,,White,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-18-22-830-UTD-WH,279.3,279.3,,,,166.93,,,,,,,,,,,,"18"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-18-22-830-UTD-WH,279.3,279.3,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-18-22-830-UTD-WH,279.3,279.3,,,,166.93,,,3000K,,,,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-18-22-830-UTD-WH,279.3,279.3,,,,166.93,,,,,,White,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-24-22-830-UTD-WH,281.43,281.43,,,,166.93,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-24-22-830-UTD-WH,281.43,281.43,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-24-22-830-UTD-WH,281.43,281.43,,,,166.93,,,3000K,,,,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-24-22-830-UTD-WH,281.43,281.43,,,,166.93,,,,,,White,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-36-22-830-UTD-WH,286.8,286.8,,,,166.93,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-36-22-830-UTD-WH,286.8,286.8,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-36-22-830-UTD-WH,286.8,286.8,,,,166.93,,,3000K,,,,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-36-22-830-UTD-WH,286.8,286.8,,,,166.93,,,,,,White,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-48-22-830-UTD-WH,291.8,291.8,,,,166.93,,,,,,,,,,,,"48"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-48-22-830-UTD-WH,291.8,291.8,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-48-22-830-UTD-WH,291.8,291.8,,,,166.93,,,3000K,,,,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-48-22-830-UTD-WH,291.8,291.8,,,,166.93,,,,,,White,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-12-22-830-UTD-BK,276.8,276.8,,,,166.93,,,,,,,,,,,,"12"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-12-22-830-UTD-BK,276.8,276.8,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-12-22-830-UTD-BK,276.8,276.8,,,,166.93,,,3000K,,,,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-12-22-830-UTD-BK,276.8,276.8,,,,166.93,,,,,,Black,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-18-22-830-UTD-BK,279.3,279.3,,,,166.93,,,,,,,,,,,,"18"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-18-22-830-UTD-BK,279.3,279.3,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-18-22-830-UTD-BK,279.3,279.3,,,,166.93,,,3000K,,,,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-18-22-830-UTD-BK,279.3,279.3,,,,166.93,,,,,,Black,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-24-22-830-UTD-BK,281.43,281.43,,,,166.93,,,,,,,,,,,,"24"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-24-22-830-UTD-BK,281.43,281.43,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-24-22-830-UTD-BK,281.43,281.43,,,,166.93,,,3000K,,,,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-24-22-830-UTD-BK,281.43,281.43,,,,166.93,,,,,,Black,,,,,,,,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-36-22-830-UTD-BK,286.8,286.8,,,,166.93,,,,,,,,,,,,"36"" Pendant",,,,,,,,,,,,,
3836,LT-LEDH-SR6P-UTD,LT-LEDH-SR6P-G2-36-22-830-UTD-BK,286.8,286.8,,,,166.93,,,,,,,,,,,"22 Watts",,,,,,,,,,,,,,
